gene	mean_BF	sum_BF	max_BF	n_snps	rank_BF	n	GeneScore
LOC117244501	-13.051776	-65.25888	-13.051776	5	591	817	0.723378212974296
LOC117244502	-13.051776	-13.051776	-13.051776	1	933	1564	0.596547314578005
LOC117244509	-13.051776	-26.103552	-13.051776	2	867	1311	0.661327231121281
LOC117244510	-13.051776	-26.103552	-13.051776	2	868	1311	0.662090007627765
LOC117244516	-12.1907585014286	-85.33530951	-7.02465351	7	233	621	0.375201288244767
LOC117244517	-10.546876705	-42.18750682	-3.03217882	4	104	933	0.111468381564845
LOC117244519	-13.051776	-39.155328	-13.051776	3	741	1069	0.693171188026193
LOC117244520	-10.7949796022222	-97.15481642	7.25939158	9	19	439	0.0432801822323462
LOC117244521	-13.051776	-130.51776	-13.051776	10	389	477	0.815513626834382
LOC117244524	-13.051776	-117.465984	-13.051776	9	346	439	0.788154897494305
LOC117244527	-10.5338127	-52.6690635	-0.4619595	5	73	817	0.0893512851897185
LOC117244530	-13.051776	-39.155328	-13.051776	3	742	1069	0.694106641721235
LOC117244532	-13.051776	-182.724864	-13.051776	14	229	291	0.786941580756014
LOC117244533	-13.051776	-65.25888	-13.051776	5	592	817	0.724602203182375
LOC117244536	-13.051776	-78.310656	-13.051776	6	550	738	0.745257452574526
LOC117244537	-13.051776	-13.051776	-13.051776	1	934	1564	0.597186700767263
LOC117244538	-13.051776	-52.207104	-13.051776	4	649	933	0.695605573419078
LOC117244539	-13.051776	-52.207104	-13.051776	4	650	933	0.696677384780279
LOC117244541	-13.051776	-52.207104	-13.051776	4	651	933	0.697749196141479
LOC117244545	-13.051776	-26.103552	-13.051776	2	869	1311	0.662852784134249
LOC117244548	-13.051776	-91.362432	-13.051776	7	465	621	0.748792270531401
LOC117244549	-13.051776	-39.155328	-13.051776	3	743	1069	0.695042095416277
LOC117244552	-11.4361005419403	-766.21873631	11.09389764	67	1	15	0.0666666666666667
LOC117244553	-13.051776	-13.051776	-13.051776	1	935	1564	0.597826086956522
LOC117244554	-13.051776	-39.155328	-13.051776	3	744	1069	0.695977549111319
LOC117244555	-13.051776	-13.051776	-13.051776	1	936	1564	0.59846547314578
LOC117244560	-4.00564152	-4.00564152	-4.00564152	1	57	1564	0.0364450127877238
LOC117244561	-13.051776	-39.155328	-13.051776	3	745	1069	0.696913002806361
LOC117244562	-13.051776	-13.051776	-13.051776	1	937	1564	0.599104859335038
LOC117244565	-13.051776	-117.465984	-13.051776	9	347	439	0.790432801822323
LOC117244566	-7.02465351	-7.02465351	-7.02465351	1	108	1564	0.0690537084398977
LOC117244567	-13.051776	-78.310656	-13.051776	6	551	738	0.746612466124661
LOC117244568	-13.051776	-26.103552	-13.051776	2	870	1311	0.663615560640732
LOC117244569	-13.051776	-13.051776	-13.051776	1	938	1564	0.599744245524297
LOC117244570	-13.051776	-91.362432	-13.051776	7	466	621	0.750402576489533
LOC117244571	-13.051776	-39.155328	-13.051776	3	746	1069	0.697848456501403
LOC117244573	-13.051776	-13.051776	-13.051776	1	939	1564	0.600383631713555
LOC117244574	-13.051776	-78.310656	-13.051776	6	552	738	0.747967479674797
LOC117244576	-10.94696057625	-87.57568461	-4.00564152	8	130	534	0.243445692883895
LOC117244577	-8.1247069775	-64.99765582	18.57238727	8	1	534	0.00187265917602996
LOC117244579	-11.304579366	-226.09158732	-0.97786491	20	69	183	0.377049180327869
LOC117244581	-13.051776	-39.155328	-13.051776	3	747	1069	0.698783910196445
LOC117244582	-7.30696807	-14.61393614	-1.56216014	2	55	1311	0.041952707856598
LOC117244583	-13.051776	-208.828416	-13.051776	16	192	223	0.860986547085202
LOC117244585	-13.051776	-78.310656	-13.051776	6	553	738	0.749322493224932
LOC117244586	-12.5496971566667	-75.29818294	-10.03930294	6	264	738	0.357723577235772
LOC117244587	-10.8683707706061	-358.65623543	4.55126961	33	18	84	0.214285714285714
LOC117244588	-13.051776	-52.207104	-13.051776	4	652	933	0.69882100750268
LOC117244589	-12.147162552	-121.47162552	-4.00564152	10	151	477	0.316561844863732
LOC117244590	-13.051776	-39.155328	-13.051776	3	748	1069	0.699719363891487
LOC117244591	-10.482055795	-83.85644636	1.47886315	8	49	534	0.0917602996254682
LOC117244592	-10.6812737788889	-192.26292802	3.05439115	18	29	205	0.141463414634146
LOC117244593	-13.051776	-39.155328	-13.051776	3	749	1069	0.700654817586529
LOC117244594	-11.5449953775	-46.17998151	-7.02465351	4	215	933	0.230439442658092
LOC117244595	-7.02465351	-7.02465351	-7.02465351	1	109	1564	0.069693094629156
LOC117244596	-11.04273517	-66.25641102	-7.02465351	6	235	738	0.318428184281843
LOC117244597	-13.051776	-13.051776	-13.051776	1	940	1564	0.601023017902813
LOC117244598	-13.051776	-13.051776	-13.051776	1	941	1564	0.601662404092072
LOC117244599	-13.051776	-13.051776	-13.051776	1	942	1564	0.60230179028133
LOC117244600	-12.5921913656	-314.80478414	-1.56216014	25	50	131	0.381679389312977
LOC117244601	-13.051776	-91.362432	-13.051776	7	467	621	0.752012882447665
LOC117244602	-4.70116061666667	-14.10348185	12.00007015	3	7	1069	0.00654817586529467
LOC117244603	-13.051776	-78.310656	-13.051776	6	554	738	0.750677506775068
LOC117244604	-7.29435204666667	-21.88305614	4.22049586	3	34	1069	0.0318054256314312
LOC117244606	-11.970198339	-119.70198339	-2.23599939	10	116	477	0.243186582809224
LOC117244607	-13.051776	-13.051776	-13.051776	1	943	1564	0.602941176470588
LOC117244608	-13.051776	-52.207104	-13.051776	4	653	933	0.69989281886388
LOC117244609	-13.051776	-13.051776	-13.051776	1	944	1564	0.603580562659846
LOC117244610	-13.051776	-26.103552	-13.051776	2	871	1311	0.664378337147216
LOC117244611	-13.051776	-26.103552	-13.051776	2	872	1311	0.665141113653699
LOC117244612	-13.051776	-39.155328	-13.051776	3	750	1069	0.701590271281572
LOC117244626	-13.051776	-52.207104	-13.051776	4	654	933	0.70096463022508
LOC117244628	-13.051776	-91.362432	-13.051776	7	468	621	0.753623188405797
LOC117244629	-13.051776	-39.155328	-13.051776	3	751	1069	0.702525724976614
LOC117244630	-9.71191027333333	-29.13573082	-3.03217882	3	104	1069	0.0972871842843779
LOC117244631	-13.051776	-39.155328	-13.051776	3	752	1069	0.703461178671656
LOC117244633	-13.051776	-26.103552	-13.051776	2	873	1311	0.665903890160183
LOC117244634	-7.02465351	-7.02465351	-7.02465351	1	110	1564	0.0703324808184143
LOC117244635	-10.038214755	-20.07642951	-7.02465351	2	170	1311	0.129672006102212
LOC117244636	-13.051776	-26.103552	-13.051776	2	874	1311	0.666666666666667
LOC117244638	-13.051776	-39.155328	-13.051776	3	753	1069	0.704396632366698
LOC117244640	-13.051776	-104.414208	-13.051776	8	394	534	0.737827715355805
LOC117244642	-13.051776	-39.155328	-13.051776	3	754	1069	0.70533208606174
LOC117244643	-12.449063751	-124.49063751	-7.02465351	10	226	477	0.473794549266247
LOC117244646	-13.051776	-13.051776	-13.051776	1	945	1564	0.604219948849105
LOC117244647	-13.051776	-39.155328	-13.051776	3	755	1069	0.706267539756782
LOC117244648	-13.051776	-104.414208	-13.051776	8	395	534	0.739700374531835
LOC117244649	-13.051776	-13.051776	-13.051776	1	946	1564	0.604859335038363
LOC117244650	-13.051776	-13.051776	-13.051776	1	947	1564	0.605498721227621
LOC117244651	-13.051776	-13.051776	-13.051776	1	948	1564	0.60613810741688
LOC117244652	-10.7389855427273	-118.12884097	12.38891903	11	7	408	0.017156862745098
LOC117244655	-12.4488457212	-311.22114303	-4.00564152	25	69	131	0.526717557251908
LOC117244656	-13.051776	-39.155328	-13.051776	3	756	1069	0.707202993451824
LOC117244657	-13.051776	-52.207104	-13.051776	4	655	933	0.702036441586281
LOC117244658	-13.051776	-130.51776	-13.051776	10	390	477	0.817610062893082
LOC117244659	-13.051776	-78.310656	-13.051776	6	555	738	0.752032520325203
LOC117244660	-13.051776	-26.103552	-13.051776	2	875	1311	0.66742944317315
LOC117244661	-13.051776	-65.25888	-13.051776	5	593	817	0.725826193390453
LOC117244663	-13.051776	-13.051776	-13.051776	1	949	1564	0.606777493606138
LOC117244664	-13.051776	-39.155328	-13.051776	3	757	1069	0.708138447146866
LOC117244665	-13.051776	-65.25888	-13.051776	5	594	817	0.727050183598531
LOC117244666	-13.051776	-104.414208	-13.051776	8	396	534	0.741573033707865
LOC117244667	-11.3269315585714	-79.28852091	-0.97786491	7	89	621	0.143317230273752
LOC117244668	-13.051776	-26.103552	-13.051776	2	876	1311	0.668192219679634
LOC117244669	-8.0819026375	-32.32761055	0.80059496	4	51	933	0.0546623794212219
LOC117244670	-13.051776	-52.207104	-13.051776	4	656	933	0.703108252947481
LOC117244671	-12.1816576	-182.724864	0	15	57	254	0.224409448818898
LOC117244672	-13.051776	-65.25888	-13.051776	5	595	817	0.72827417380661
LOC117244673	-9.08448184444445	-81.7603366	4.04570588	9	34	439	0.0774487471526196
LOC117244674	-10.038214755	-20.07642951	-7.02465351	2	171	1311	0.130434782608696
LOC117244675	-13.051776	-182.724864	-13.051776	14	230	291	0.790378006872852
LOC117244676	-13.051776	-26.103552	-13.051776	2	877	1311	0.668954996186117
LOC117244677	-13.051776	-130.51776	-13.051776	10	391	477	0.819706498951782
LOC117244678	-13.051776	-39.155328	-13.051776	3	758	1069	0.709073900841908
LOC117244679	-13.051776	-26.103552	-13.051776	2	878	1311	0.669717772692601
LOC117244680	-13.051776	-26.103552	-13.051776	2	879	1311	0.670480549199085
LOC117244681	-9.684071322	-48.42035661	-4.00564152	5	127	817	0.155446756425949
LOC117244682	-13.051776	-104.414208	-13.051776	8	397	534	0.743445692883895
LOC117244683	-8.46835546	-76.21519914	12.32003498	9	8	439	0.0182232346241458
LOC117244687	-13.051776	-13.051776	-13.051776	1	950	1564	0.607416879795396
LOC117244689	-12.5528837081481	-338.92786012	0.41831588	27	36	111	0.324324324324324
LOC117244692	-7.014820455	-14.02964091	-0.97786491	2	52	1311	0.0396643783371472
LOC117244694	-13.051776	-52.207104	-13.051776	4	657	933	0.704180064308682
LOC117244695	-13.051776	-130.51776	-13.051776	10	392	477	0.821802935010482
LOC117244697	-13.051776	-26.103552	-13.051776	2	880	1311	0.671243325705568
LOC117244698	-13.051776	-26.103552	-13.051776	2	881	1311	0.672006102212052
LOC117244699	-13.051776	-78.310656	-13.051776	6	556	738	0.753387533875339
LOC117244703	-13.051776	-65.25888	-13.051776	5	596	817	0.729498164014688
LOC117244707	-13.051776	-104.414208	-13.051776	8	398	534	0.745318352059925
LOC117244712	-13.051776	-78.310656	-13.051776	6	557	738	0.754742547425474
LOC117244713	-10.588247199	-105.88247199	-2.23599939	10	117	477	0.245283018867925
LOC117244715	-13.051776	-39.155328	-13.051776	3	759	1069	0.71000935453695
LOC117244716	-13.051776	-13.051776	-13.051776	1	951	1564	0.608056265984655
LOC117244717	-13.051776	-156.621312	-13.051776	12	252	320	0.7875
LOC117244718	-13.051776	-117.465984	-13.051776	9	348	439	0.792710706150342
LOC117244719	-12.3820957233333	-111.43886151	-7.02465351	9	189	439	0.430523917995444
LOC117244723	-11.249146565	-67.49487939	-2.23599939	6	121	738	0.163956639566396
LOC117244724	-13.051776	-39.155328	-13.051776	3	760	1069	0.710944808231992
LOC117244725	-13.051776	-78.310656	-13.051776	6	558	738	0.75609756097561
LOC117244726	-13.051776	-195.77664	-13.051776	15	207	254	0.81496062992126
LOC117244728	-13.051776	-13.051776	-13.051776	1	952	1564	0.608695652173913
LOC117244730	-13.051776	-52.207104	-13.051776	4	658	933	0.705251875669882
LOC117244731	-13.051776	-26.103552	-13.051776	2	882	1311	0.672768878718536
LOC117244732	-13.051776	-52.207104	-13.051776	4	659	933	0.706323687031083
LOC117244733	-13.051776	-13.051776	-13.051776	1	953	1564	0.609335038363171
LOC117244734	-13.051776	-52.207104	-13.051776	4	660	933	0.707395498392283
LOC117244735	-6.525888	-13.051776	0	2	43	1311	0.0327993897787948
LOC117244736	-11.6488887027273	-384.41332719	-0.4619595	33	38	84	0.452380952380952
LOC117244737	-13.051776	-65.25888	-13.051776	5	597	817	0.730722154222766
LOC117244738	-13.051776	-13.051776	-13.051776	1	954	1564	0.60997442455243
LOC117244739	-13.051776	-130.51776	-13.051776	10	393	477	0.823899371069182
LOC117244740	-13.051776	-104.414208	-13.051776	8	399	534	0.747191011235955
LOC117244741	-12.3105991910256	-480.11336845	-0.97786491	39	27	48	0.5625
LOC117244742	-13.051776	-65.25888	-13.051776	5	598	817	0.731946144430845
LOC117244743	-13.051776	-52.207104	-13.051776	4	661	933	0.708467309753483
LOC117244744	-11.5066650557143	-80.54665539	-2.23599939	7	106	621	0.170692431561997
LOC117244746	-13.051776	-65.25888	-13.051776	5	599	817	0.733170134638923
LOC117244747	-8.179350454	-81.79350454	5.42136985	10	39	477	0.0817610062893082
LOC117244748	-11.6137394516667	-209.04731013	-4.00564152	18	102	205	0.497560975609756
LOC117244752	-9.02713897	-27.08141691	-0.97786491	3	81	1069	0.0757717492984097
LOC117244761	-13.051776	-65.25888	-13.051776	5	600	817	0.734394124847001
LOC117244762	-13.051776	-13.051776	-13.051776	1	955	1564	0.610613810741688
LOC117244764	-13.051776	-143.569536	-13.051776	11	325	408	0.79656862745098
LOC117244765	-13.051776	-26.103552	-13.051776	2	883	1311	0.673531655225019
LOC117244770	-13.051776	-26.103552	-13.051776	2	884	1311	0.674294431731503
LOC117244771	-13.051776	-13.051776	-13.051776	1	956	1564	0.611253196930946
LOC117244772	-13.051776	-13.051776	-13.051776	1	957	1564	0.611892583120205
LOC117244775	-10.5318798683333	-63.19127921	2.06760079	6	58	738	0.0785907859078591
LOC117244776	-13.051776	-78.310656	-13.051776	6	559	738	0.757452574525745
LOC117244777	-13.051776	-78.310656	-13.051776	6	560	738	0.758807588075881
LOC117244778	-13.051776	-26.103552	-13.051776	2	885	1311	0.675057208237986
LOC117244781	-13.051776	-26.103552	-13.051776	2	886	1311	0.67581998474447
LOC117244784	-13.051776	-26.103552	-13.051776	2	887	1311	0.676582761250954
LOC117244785	-13.051776	-78.310656	-13.051776	6	561	738	0.760162601626016
LOC117244787	-13.051776	-13.051776	-13.051776	1	958	1564	0.612531969309463
LOC117244788	-13.051776	-13.051776	-13.051776	1	959	1564	0.613171355498721
LOC117244789	-12.3820957233333	-111.43886151	-7.02465351	9	190	439	0.432801822323462
LOC117244790	-5.21376439714286	-36.49635078	8.78877829	7	21	621	0.0338164251207729
LOC117244791	-12.214372835	-219.85871103	-4.00564152	18	103	205	0.502439024390244
LOC117244795	-13.051776	-104.414208	-13.051776	8	400	534	0.749063670411985
LOC117244796	-13.051776	-130.51776	-13.051776	10	394	477	0.825995807127883
LOC117244797	-12.3292219846429	-345.21821557	1.15261394	28	28	113	0.247787610619469
LOC117244798	-11.753044515	-70.51826709	-5.25938709	6	172	738	0.233062330623306
LOC117244799	-13.051776	-156.621312	-13.051776	12	253	320	0.790625
LOC117244800	-12.498995544	-312.4748886	-5.25938709	25	85	131	0.648854961832061
LOC117244801	-12.3433770081818	-135.77714709	-5.25938709	11	152	408	0.372549019607843
LOC117244802	-5.25938709	-5.25938709	-5.25938709	1	76	1564	0.0485933503836317
LOC117244804	-13.051776	-13.051776	-13.051776	1	960	1564	0.61381074168798
LOC117244805	-13.051776	-91.362432	-13.051776	7	469	621	0.755233494363929
LOC117244806	-13.051776	-26.103552	-13.051776	2	888	1311	0.677345537757437
LOC117244807	-9.963967078125	-159.42347325	4.70813963	16	27	223	0.121076233183857
LOC117244808	-13.051776	-78.310656	-13.051776	6	562	738	0.761517615176152
LOC117244809	-11.5449953775	-46.17998151	-7.02465351	4	216	933	0.231511254019293
LOC117244810	-13.051776	-39.155328	-13.051776	3	761	1069	0.711880261927035
LOC117244811	-13.051776	-13.051776	-13.051776	1	961	1564	0.614450127877238
LOC117244814	-13.051776	-13.051776	-13.051776	1	962	1564	0.615089514066496
LOC117244816	-13.051776	-130.51776	-13.051776	10	395	477	0.828092243186583
LOC117244817	-13.051776	-13.051776	-13.051776	1	963	1564	0.615728900255754
LOC117244831	-13.051776	-13.051776	-13.051776	1	964	1564	0.616368286445013
LOC117244837	-12.3820957233333	-111.43886151	-7.02465351	9	191	439	0.435079726651481
LOC117244838	-13.051776	-13.051776	-13.051776	1	965	1564	0.617007672634271
LOC117244839	-13.051776	-26.103552	-13.051776	2	889	1311	0.678108314263921
LOC117244842	-13.051776	-26.103552	-13.051776	2	890	1311	0.678871090770404
LOC117244846	-10.24462615	-61.4677569	-2.23599939	6	122	738	0.165311653116531
LOC117244847	-13.051776	-104.414208	-13.051776	8	401	534	0.750936329588015
LOC117244851	-13.051776	-104.414208	-13.051776	8	402	534	0.752808988764045
LOC117244853	-13.051776	-26.103552	-13.051776	2	891	1311	0.679633867276888
LOC117244854	-13.051776	-26.103552	-13.051776	2	892	1311	0.680396643783372
LOC117244855	-13.051776	-26.103552	-13.051776	2	893	1311	0.681159420289855
LOC117244858	-11.83092018	-189.29472288	6.48191712	16	18	223	0.0807174887892377
LOC117244859	-13.051776	-26.103552	-13.051776	2	894	1311	0.681922196796339
LOC117244860	-13.051776	-39.155328	-13.051776	3	762	1069	0.712815715622077
LOC117244861	-13.051776	-65.25888	-13.051776	5	601	817	0.73561811505508
LOC117244866	-11.7954567818182	-129.7500246	-5.25938709	11	153	408	0.375
LOC117244868	-13.051776	-143.569536	-13.051776	11	326	408	0.799019607843137
LOC117244869	-12.049816282	-120.49816282	-3.03217882	10	136	477	0.285115303983228
LOC117244870	-13.051776	-26.103552	-13.051776	2	895	1311	0.682684973302822
LOC117244872	-11.2118039621429	-313.93051094	6.03976414	28	14	113	0.123893805309735
LOC117244873	-12.1907585014286	-85.33530951	-7.02465351	7	234	621	0.376811594202899
LOC117244875	-13.051776	-104.414208	-13.051776	8	403	534	0.754681647940075
LOC117244876	-13.051776	-130.51776	-13.051776	10	396	477	0.830188679245283
LOC117244878	-12.00882263	-600.4411315	1.15261394	50	17	32	0.53125
LOC117244880	-13.051776	-39.155328	-13.051776	3	763	1069	0.713751169317119
LOC117244881	-13.051776	-78.310656	-13.051776	6	563	738	0.762872628726287
LOC117244883	-5.492087605	-10.98417521	2.06760079	2	29	1311	0.0221205186880244
LOC117244884	-11.2688071477778	-101.41926433	-3.03217882	9	116	439	0.264236902050114
LOC117244885	-11.493298218	-57.46649109	-5.25938709	5	165	817	0.201958384332925
LOC117244886	-11.60147736	-150.81920568	5.80210632	13	24	316	0.0759493670886076
LOC117244887	-13.051776	-26.103552	-13.051776	2	896	1311	0.683447749809306
LOC117244888	-9.71191027333333	-29.13573082	-3.03217882	3	105	1069	0.09822263797942
LOC117244890	-13.051776	-52.207104	-13.051776	4	662	933	0.709539121114684
LOC117244893	-13.051776	-182.724864	-13.051776	14	231	291	0.793814432989691
LOC117244895	-13.051776	-39.155328	-13.051776	3	764	1069	0.714686623012161
LOC117244907	-13.051776	-91.362432	-13.051776	7	470	621	0.756843800322061
LOC117244908	-13.051776	-13.051776	-13.051776	1	966	1564	0.617647058823529
LOC117244909	-12.6972393829412	-215.85306951	-7.02465351	17	137	218	0.628440366972477
LOC117244910	-13.051776	-130.51776	-13.051776	10	397	477	0.832285115303983
LOC117244914	-13.051776	-65.25888	-13.051776	5	602	817	0.736842105263158
LOC117244916	-13.051776	-65.25888	-13.051776	5	603	817	0.738066095471236
LOC117244920	-11.846351502	-59.23175751	-7.02465351	5	245	817	0.299877600979192
LOC117244921	-11.999368288125	-191.98989261	-4.00564152	16	95	223	0.426008968609865
LOC117244922	-13.051776	-143.569536	-13.051776	11	327	408	0.801470588235294
LOC117244926	-13.051776	-130.51776	-13.051776	10	398	477	0.834381551362683
LOC117244927	-8.20822961666667	-24.62468885	1.47886315	3	54	1069	0.0505144995322732
